頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
 264 ,TW0008948001,8948,北視有線,公開發行 ,普通股,其他業,1996/07/12,ESVUFR,
 265 ,TW0008951005,8951,新竹振道,公開發行 ,普通股,其他業,1996/07/25,ESVUFR,
 266 ,TW0008952003,8952,金頻道,公開發行 ,普通股,其他業,1996/09/20,ESVUFR,
 267 ,TW0008953001,8953,吉隆有線,公開發行 ,普通股,其他業,1996/09/02,ESVUFR,
 268 ,TW0008955006,8955,北健有線,公開發行 ,普通股,其他業,1996/09/04,ESVUFR,
 269 ,TW0008956004,8956,台灣數位,公開發行 ,普通股,其他業,1996/09/25,ESVUFR,
 270 ,TW0008957002,8957,新唐城,公開發行 ,普通股,其他業,1996/09/30,ESVUFR,
 271 ,TW0008960006,8960,紅樹林,公開發行 ,普通股,其他業,1996/10/21,ESVUFR,
 272 ,TW0008962002,8962,新視波有,公開發行 ,普通股,其他業,1996/10/16,ESVUFR,
 273 ,TW0008963000,8963,新台北,公開發行 ,普通股,其他業,1996/10/17,ESVUFR,
 274 ,TW0008965005,8965,家和有線,公開發行 ,普通股,其他業,1996/10/24,ESVUFR,
 275 ,TW0008966003,8966,鳳信有線,公開發行 ,普通股,其他業,1996/11/04,ESVUFR,
 276 ,TW0008967001,8967,慶聯有線,公開發行 ,普通股,其他業,1996/11/07,ESVUFR,
 277 ,TW0008968009,8968,陽明山,公開發行 ,普通股,其他業,1996/12/11,ESVUFR,
 278 ,TW0008969007,8969,北桃園,公開發行 ,普通股,其他業,1996/12/03,ESVUFR,
 279 ,TW0008970005,8970,大揚有線,公開發行 ,普通股,其他業,1996/12/04,ESVUFR,
 280 ,TW0008971003,8971,南桃園,公開發行 ,普通股,其他業,1996/12/13,ESVUFR,
 281 ,TW0008973009,8973,澎湖有線,公開發行 ,普通股,其他業,1996/12/27,ESVUFR,
 282 ,TW0008974007,8974,世新有線,公開發行 ,普通股,其他業,1996/12/24,ESVUFR,
 283 ,TW0008975004,8975,觀昇有線,公開發行 ,普通股,其他業,1997/01/07,ESVUFR,
 284 ,TW0008976002,8976,聯維有線,公開發行 ,普通股,其他業,1997/01/09,ESVUFR,
 285 ,TW0008977000,8977,南國,公開發行 ,普通股,其他業,1997/01/15,ESVUFR,
 286 ,TW0008978008,8978,大安文山,公開發行 ,普通股,其他業,1996/12/28,ESVUFR,
 287 ,TW0008980004,8980,萬象有線,公開發行 ,普通股,其他業,1997/03/28,ESVUFR,
 288 ,TW0008981002,8981,麗冠有線,公開發行 ,普通股,其他業,1997/03/28,ESVUFR,
 289 ,TW0008982000,8982,信和有線,公開發行 ,普通股,其他業,1997/01/27,ESVUFR,
 290 ,TW0008983008,8983,豐盟有線,公開發行 ,普通股,其他業,1997/02/21,ESVUFR,
 291 ,TW0008985003,8985,國聲有線,公開發行 ,普通股,其他業,1997/03/01,ESVUFR,
 292 ,TW0008986001,8986,台灣佳光,公開發行 ,普通股,其他業,1997/03/26,ESVUFR,
 293 ,TW0008987009,8987,東台有線,公開發行 ,普通股,其他業,1997/03/22,ESVUFR,
 294 ,TW0008988007,8988,大屯有線,公開發行 ,普通股,其他業,1997/04/02,ESVUFR,
 295 ,TW0008990003,8990,港都電視,公開發行 ,普通股,其他業,1997/03/28,ESVUFR,
 296 ,TW0008991001,8991,三大有線,公開發行 ,普通股,其他業,1997/03/04,ESVUFR,
 297 ,TW0008992009,8992,新頻道有,公開發行 ,普通股,其他業,1997/06/11,ESVUFR,
 298 ,TW0008995002,8995,北港有線,公開發行 ,普通股,其他業,1997/07/01,ESVUFR,
 299 ,TW0008999004,8999,台灣積層,公開發行 ,普通股,其他業,2024/04/16,ESVUFR,
 300 ,TW0009963009,9963,台電,公開發行 ,普通股,其他業,1965/10/09,ESVUFR,
 301 ,TW0009964007,9964,榮僑投資,公開發行 ,普通股,其他業,1982/10/28,ESVUFR,
 302 ,TW0009968008,9968,華歌爾,公開發行 ,普通股,其他業,1991/10/31,ESVUFR,
 303 ,TW0009971002,9971,立大開發,公開發行 ,普通股,其他業,1994/09/10,ESVUFR,
 304 ,TW0009977009,9977,新永安,公開發行 ,普通股,其他業,1995/07/22,ESVUFR,
 305 ,TW0009978007,9978,長榮空廚,公開發行 ,普通股,其他業,1995/05/31,ESVUFR,
 306 ,TW0009982009,9982,三冠王,公開發行 ,普通股,其他業,1996/04/17,ESVUFR,
 307 ,TW0009983007,9983,永佳樂,公開發行 ,普通股,其他業,1995/04/05,ESVUFR,
 308 ,TW0009984005,9984,全聯有線,公開發行 ,普通股,其他業,1996/04/25,ESVUFR,
 309 ,TW0009985002,9985,觀天下,公開發行 ,普通股,其他業,1996/03/27,ESVUFR,
 310 ,TW0009986000,9986,南天有線,公開發行 ,普通股,其他業,1996/05/17,ESVUFR,
